ETF,2025-04-30 0:00,2025-03-31 0:00,2025-02-28 0:00,2025-01-31 0:00,2024-12-31 0:00,2024-11-30 0:00,2024-10-31 0:00,2024-09-30 0:00,2024-08-30 0:00,2024-07-31 0:00,2024-06-28 0:00,2024-05-31 0:00,2024-04-30 0:00,2024-03-28 0:00,2024-02-29 0:00,2024-01-31 0:00,2023-12-29 0:00,2023-11-30 0:00,2023-10-31 0:00,2023-09-29 0:00,2023-08-31 0:00,2023-07-31 0:00,2023-06-30 0:00,2023-05-31 0:00,2023-04-28 0:00,2023-03-31 0:00,2023-02-28 0:00,2023-01-31 0:00,2022-12-31 0:00,2022-11-30 0:00,2022-10-31 0:00,2022-09-30 0:00,2022-08-31 0:00,2022-07-31 0:00,2022-06-30 0:00,2022-05-31 0:00,2022-04-30 0:00,2022-03-31 0:00,2022-02-28 0:00,2022-01-31 0:00,2021-12-31 0:00,2021-11-30 0:00,2021-10-31 0:00,2021-09-30 0:00,2021-08-31 0:00
XSC CN Equity,58967459.11,122449317.2,122809501.6,123366378.5,119447594.1,121178620.3,145082338.7,142683847,141885243,134146453.9,127044770.5,125196020.5,118447650.4,119044858.9,114784502.9,111659366.4,101269977.1,96583547.31,98961784.98,98363675.69,101007878,102537301.8,104971602.5,108775467.2,109918176.7,111261600.5,98323241.04,99697940.4,96681641.72,121984107.6,119700023.1,121812486.3,113727600.3,117053223.4,113543864.4,122366399,135279949,150022084.8,163588419.9,172762194.2,177673423.4,203577194.2,197490965.4,244643501.3,244829339
ONEB CN Equity,94022827.53,59251468.28,61329297.64,61049678.04,60796309.66,61272132.49,60863701.63,59582785.03,59165992.36,58939915.47,58359302.33,58063459.97,57639189.72,58419708.25,60078570.94,61959001.54,62270797.73,61346023.56,65372070.69,68936805.73,69656883.24,71508631.71,71640870.09,71562848.66,72378840.07,72303407.1,73431018.45,76137888.72,80153417.21,80685767.75,84590048.22,99993503.19,103473075.3,91406377.6,73744507.6,82988812.26,104532408.5,111116340.6,139504681.8,160414400.5,202628454.6,189710846.7,181251445.8,172789982.6,166355321.5
XSI CN Equity,44091440.2,94449186.71,94653440.48,94303083.04,93885080.72,94223660.28,93509261.32,94140062.71,90513838.58,90391742.13,89374977.49,88962428.28,88434070.59,84151371.96,84004199.03,81725627.14,81954112.63,85565698.24,84233880.62,86186877.82,86806442.64,91513106.35,89288222.12,85096801.76,83661901.47,83317848.21,82549599.65,76273919.68,68325303.84,80290662,79597741.32,79953040.7,80359338,81688059.62,90105411.15,91096260.45,91149271.77,89981041.91,91769990.16,92265052.03,91048322.3,90863099.67,91009980.01,89622051.24,90201650.62
IGB CN Equity,129725135.3,44465138.63,44861534.88,44646775.82,44385445.79,44942948.53,44446720.5,44962537,44562401.58,44289001.08,43766231.92,43553704.45,43227960.59,45551283.65,45448477.36,43809787.75,42339391.71,46515900.42,45426011.66,48874603.27,49534532.55,51283043.48,51310189.06,51206260.11,51843131.64,53433825.68,54583431.82,57059077.45,55936922.07,56416681.29,57045357.7,60044357.49,61341970.06,62967452.62,61329817.58,63449218.75,68545997.62,70817375.18,75560626.6,83905806.35,85823566.82,85088637.92,85863873.67,90147052,90945236.21
FSB/U CN Equity,16907945.12,123293071.7,118514882.8,112010904.8,103304184.8,88220370.48,74130879.02,66548309.33,61907697.2,58193175.32,60554802.32,58603242.3,55954057.98,63584169.39,61851630.31,59685293.63,59173746.87,58012963.63,55791012.76,57100854.64,58228198.34,56758045.67,42077992.34,40070593.26,34812098.55,41316738.03,39318279.5,43422711.75,37484752.66,38361492.92,40749284.36,41474477.29,43036377.53,46325315.95,44731764.98,47041498.57,48835209.56,45503162.38,46333593.18,49221019.36,49642949.25,45518244.84,44945565.08,40152424.34,37268106.94
PBD CN Equity,14422580.31,12745944.41,10083864.94,12316532.37,11982749.62,10835995.14,18476376.52,17701838.65,22374614.48,21723194.06,20842969.44,21929372.33,20422528.08,19129127.84,18369117.5,18674514.5,17800980.42,17357904.26,19871752.95,19425021.82,18152587.09,20155660.93,20669200.78,20771671.02,23697585.5,28075952.31,24635036.03,26094098.48,28512908.23,34565326.64,40014874.22,36972841.15,37326609.43,38321075.87,37219530.08,37833193.48,38664869.27,41051651.71,40426902.58,38088018.37,38680513.97,37841788.07,37708326.03,34462149.99,24626969.53
FIG/U CN Equity,7043885.758,14512326.21,14712362.19,14640784.98,14523498.72,14649301.34,14517767.13,14369530.95,14216602,14061443.26,13437873.69,13457103.27,13355154.01,13180492.52,13913077.76,13958358.42,14003335.62,13754011.2,13689205.81,13845179.88,14048602.03,14089434.8,14127654.86,16241892.73,16581706.63,16972318.5,16799759.15,17249168.32,20171117.52,24678121.38,18613757.08,18942732.06,19220278.72,19702221.97,19329280.57,19731051.77,21041824.5,21344529.25,21324056.83,21320451.48,23674777.04,23837810.79,24981131.77,25146663.98,25310519.32
NSCB CN Equity,2867781048,8432684.198,9901611.539,10566999.22,10753231.8,10543828.68,10608842.68,11622227.24,10466782.73,10935690.37,10637579.98,11742501.49,12650228.56,12900555.01,13854899.85,13701227.11,14081130.24,14268154.5,15578295.99,17334100.88,17477926.32,20252391.08,19921463.07,21476679.42,24368865.39,20584868.97,21313030.53,21206130.51,21257396.9,22459576.86,22649768.68,23997909.92,23449636.81,24416420.87,24639085.28,25752357.52,27465547.04,27513736.4,33024810.06,33324547.09,36537640.48,37265286.03,35285528.94,35482230.76,33653177.72
BESG CN Equity,125103735.4,2926761826,2926036827,2900691605,2865110718,2893492086,2840545666,2875198409,2823094810,2866087421,2804979665,2781076422,2741705007,2784058270,2514123302,2327002953,2362851840,2090865338,1828224228,1574325981,1419718481,1224834495,1034314132,823194566,639627125.3,639847435.6,427761868.5,359236097,347904848.2,348327662.1,315663447.2,321365887.1,323863650.2,332540491.7,260242644.1,112928276.8,52127465.06,55662479.83,56063536.41,57767865.56,59162159.73,54831600.67,50340121.84,46636449.62,42925934.46
NSCC CN Equity,144265201.8,127599707.1,130911138.2,128634347.7,127678631.5,110639525.4,109749959.6,113770201.9,112200965.9,112074060.4,101751841,101896554.2,103080172.4,107270913.8,107346078.9,107559181.1,108765659.5,106670643.1,104134314.8,106717649,113113398.6,115935974.1,118998265.6,121026191.2,124735510.1,133244813.4,128416368.5,133680624.4,126743262.3,139062345.1,136803364.8,141231753.6,144869666.5,151246728.6,146937284.7,154448633.2,159707232.5,172827024.5,179494619.2,189222855.5,202215975,199750181.8,206401085.6,209939275.8,213099888.3
XSAB CN Equity,186283889,144880161.4,143186861.5,141890731.2,139943304.8,142955186.5,145161069.5,147144011.8,143598739.5,144532097,141033315.1,140042518.6,139402158.5,140722915.6,123968416.4,123258268.6,123519945.8,123606907.9,120206764.1,121531088.9,124939476.1,125450254,126210157.2,126312660.6,127873940,122855042.7,122131010.7,123234542,119898635.4,130611097.3,128246381.8,130851557.9,141243428.8,144629230.6,139991810,142645110.6,141688444.9,150297078.3,161199607.1,168223814.2,173658348.1,176757765.5,176549468.4,180056683.4,184315495.5
XSTB CN Equity,119228668.2,188050535.2,183563041.3,178410394.5,171467149.7,174273543.4,165163295.6,163648247.5,163203088.8,162772819.5,156125929.3,154580715.9,150560638,138243964,132582349.8,129861492.9,135766010.3,122752676,116283138.1,116197843.6,119634498.6,120191064.8,121787787.4,136253553.8,135414991.4,132652912.5,119567124.9,111506294.3,110399434.7,108809376,106143697.5,105647014.6,106505161.3,109771854.4,100772250.9,99482024.19,101571788,103468760.5,106836069.1,105865277.5,109656137.5,104116737.4,103436893.5,106838173.3,135134813.7
ESGB CN Equity,73896760.35,119360939,115279790.1,115057630.5,114365818.4,110152224.7,107981843,108596518.5,105578039.9,103277225.7,94350869.75,91920318.6,91348919.68,97671087.46,95518646.24,95677566.53,94159697.15,93002792.17,91611592.1,91122253.8,95342737.77,95182224.66,97318070.22,97816867.07,102720722.6,98688221.74,93919353.49,96685742.57,95666507.15,95905355.64,95298399.93,99273445.51,99496105.19,99200110.63,98304228.21,101091297.1,99103626.25,100131996.2,94263473.51,88632408.14,77626318.93,73507902.15,71471159.36,72364237.98,70680916.79
NSSB CN Equity,45941850.19,74163843.04,72716912.15,69393380.26,68712102.27,68023326.14,70424253.85,65235493.84,63754495.22,63155676.77,59839592.13,57148551.96,55727634.16,55779311.19,55676670.65,56217673.87,58596305.75,57969627.38,56497709.7,55027805.33,57160266.49,61121407.32,58726554.39,57954126.43,58110974.27,56674624.04,55823828.54,56679683.19,54431659.71,54363878.46,52159175.2,52612892.23,57498913.01,57334114.54,54960880.03,55965733.14,56048651.06,56535514.85,40691346.42,41111958.76,40169405.67,39588692.66,37974776.01,38349583.36,37314407.63
DRCU CN Equity,45317807.01,46548776.01,46548320.39,45937798.98,46140642.17,42046141.58,43361629.01,43524598.88,42972048.95,42878739.36,42323610.02,42122371.48,42348119.69,42097861,41981759.17,41984338.57,42052280.62,41898328.69,46398589.99,46290297.79,47068066.84,47026487.02,47029456.33,47152213.1,47132120.8,46902311.8,44817318.63,45078639.41,44476572.04,48455102.06,48062398.91,49214881.52,56088942.24,56804019.93,56300747.3,41425338.08,34255013.66,35144999.31,34823250.29,0,0,0,0,0,0
SRIB CN Equity,63368933.49,45774609.38,46023985.29,43741355.32,43363103.49,43879977.04,43185455.89,43724957.08,42974502.94,42954301.26,42076833.15,41684051.9,41078010.18,41998189.16,41886024.86,43918904.11,42724208.26,41378100.59,39733174.71,39695938.68,40870158.77,41071798.32,41634203.53,41721928.41,42560116.2,38528435.9,36043045.04,36825031.28,35757892.61,41912188.34,40824412.16,41385514.45,41758032.61,43030238.53,39718675.99,40732570.65,40905473.71,42556493.38,43968738.56,44437483.98,46130406.57,45492517.85,45232242.2,45840312.96,42360694.89
XSHG CN Equity,27595806.5,62960701.56,60398730.18,57983857.35,53626741.5,50187023.54,49545989.89,45484561.16,44782319.64,42864181.14,40194001.01,39838258.36,37492771.34,38316180.04,32741819,31095718.77,31537550.54,29654624.75,28597303.96,28546484.18,28409600.83,28522079.47,28878561.4,27156300.54,27679049.49,26576469.9,24299325.37,24802874.28,22354500.29,22685375.21,20407439.71,18837945.84,18949979.78,19508895.78,18882570.36,18396099.09,23041250.71,22849919.13,21622479.25,21779560.66,0,0,0,0,0
XCBG CN Equity,73676420.4,25654057.69,25667159.65,23664022.06,23535674.29,21518703.84,21455148.7,21577053.64,21315252.69,19325387.95,19069316.86,15176145.94,15083978.27,15190362.55,13253937.53,13263738.82,13301145.55,13088243.48,12850338.17,9139495.85,9192299.843,9185901.642,9197419.167,9226359.367,9334257.126,13005758.29,14772108.46,14895445.25,14690977.48,14706559.75,16382609.94,18279602.05,18366214.75,18659265.52,18474420.55,16792399.98,16812118.72,17044889.83,15475344.85,15580415.34,13809320.07,11813342.29,9856491.089,9977766.037,10022882.46
TMCC CN Equity,0,70179554.94,60842724.61,60607696.53,56476232.53,54612315.37,46741886.14,45233390.81,42668104.17,40779378.89,36469928.74,34435945.32,32340213.78,32770507.05,30891166.11,27295426.37,21989472.2,21460224.15,20842412.57,20804111.48,21133934.78,21191523.74,21291435.24,21336087.8,21667984.77,21492752.84,17743574.14,16215351.68,12333801.65,12440737.34,12166721.73,14022129.82,14171708.68,14479434.2,14153744.51,14373173.52,12607535.55,11119956.21,17141342.93,17346914.29,9895338.058,9805109.978,9790973.663,9915241.241,10018363
CSCP CN Equity,1046669.998,0,0,0,0,0,0,0,0,0,0,3639317.703,3587582.016,3642436.6,3669453.812,3206099.749,1848479.271,1807118.225,1735750.771,1730322.647,1786656.38,1789573.097,1798056.03,1813788.605,1840079.689,1814634.514,1812408.829,1841268.158,1785566.33,1818136.024,1759516.144,1776488.495,1807934.38,1844845.2,1783636.093,1825308.8,1828284.264,1897731.59,1962117.767,1985483.551,2053907.776,0,0,0,0
MGSB CN Equity,192311943.9,1058357.964,1067327.957,1059276.009,1050689.964,1061549.95,1047786.026,1062198.029,1046316.032,1045469.971,1025286.026,1017497.978,1002660.027,1026299.973,1023522.034,1029234.009,1045625.954,1012038.002,972875.9766,972744.0262,1002425.995,1007472.038,1020642.014,1021613.96,1040303.993,1032047.997,1015800.018,1037285.957,1007969.971,1026780.052,1001129.951,1013381.996,1024698.029,1055940.056,1014995.956,1045511.971,1048764.038,1092282.028,1130772.057,1144938.011,1188683.968,1172238.007,1166190.033,1183979.988,0
IWBE CN Equity,24368622.07,192677523.1,193917284.5,192563885.3,188778330.2,192203098.3,190705586.2,194115399.2,190447175.2,188192266.5,185683107,184825618,183248561.5,187252347,186003502.1,187425289.7,188142040.8,182575830.7,176931262.5,178131491.9,183186528.7,184623428,183155937.2,183337878,185107793,184527701.2,181183745.9,184754247,180412711,175680503.6,172571895.7,172906460.4,181263286.2,183407515.5,178293157.5,184454346.6,186259337.8,192618556.1,195328703.9,197709318.5,200394096,198226286,197779805.1,200374731.2,0
ZMSB CN Equity,13235214.68,26173676,27164282.77,26063024.76,26958228.81,212693977.6,209410612.6,211236510.8,211027658.5,238508749.7,183395718.1,186123237.4,184635636.2,187134839.2,186655526.2,185176823.1,186900312.4,151127950.5,148190591.4,152233407.8,156777499.5,160206690.2,159563237,163685713,167302343,168625158.1,163434044.6,164181113.2,158350543.5,164055407,160182527.1,164269452.7,171694441.8,158140112.9,40198222.35,39215611.84,32744461.06,32834871.86,33260753.82,32741957.76,0,0,0,0,0
FBGO CN Equity,22487219.43,13142175.53,12771792.01,12681673.96,13348287.23,13533246.31,13393958.16,13508371.34,13497124.63,13359218.87,13145978.42,13164686.65,13036553.16,13178352.08,13896954.73,13950274.95,13902621.77,13665902.3,13999863.83,14015068.5,14468907.62,14464867.84,15317986.04,15494190.86,18319176.25,19046142.79,19101052.51,19275530.72,19508195.97,21077910.95,21201864.53,23526067.91,25333998.81,25881935.91,24867442.59,37784748.17,53728975.34,55905961.75,56876501.11,59156881.32,59872973.47,57677868.47,57560371.3,56548836.05,55619977.92
HGGB CN Equity,0,22757971.76,23980076.41,22986457.63,21055833.44,21220534.52,19279396.25,18619535.64,17694366.46,16737551.21,13919609.07,7827052.402,6912517.548,14031773.38,13078760.15,11372313.4,11471411.23,11055062.01,10752338.31,10111669.92,10371072.01,10457384.49,10469385.91,10404444.12,10518271.64,10452153.4,10315085.22,10571940.99,10199488.45,9514482.403,6721641.541,7669868.946,7991550.35,8125898.552,8836604.118,10818727.11,10008469.87,10297217.56,9548586.845,6781160.545,5902059.174,5917572.784,4963736.534,4997355.461,5043604.374
WSGB CN Equity,274459944.9,4331399.449,4353308.51,5363582.608,5350170.078,5470937.201,5431837.351,5534016.334,5514394.883,5438478.766,5367308.151,5369395.276,5289552.866,5385753.24,5390416.726,5405928.467,5422165.379,5313022.202,5121137.58,5173107.047,5306562.914,5338476.45,5292257.685,5342829.531,5380204.804,5365884.315,5361937.503,5479299.033,5366780.776,5414171.14,5240601.502,5233533.766,5532534.99,5594364.575,5491822.308,5660499.557,5636788.639,5833685.814,5940948.807,6031991.577,6150306.03,6169751.528,6183953.702,6216415.952,6327822.247
HAEB CN Equity,0,272666564.9,266066410.4,256564666,253266621,258447971.7,256904299.9,260913122.6,253350610.7,244742232.5,236823613,232850469.6,228058950.8,228964833.1,225423328,221632007.2,217546966.6,207131831.4,198389611.2,200319738,204728390.1,205746925.7,206021462.1,205389831.5,203498657.2,202314983.4,194347287,192080483.4,185702792.4,182268056.9,177680800.2,177655388.8,184438641.4,184367889.4,181123662,186309890.7,186005142.2,192028747.6,194538856.1,189296342.5,0,0,0,0,0
ESGF CN Equity,24239220.99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3297121.019,3327305.249,3230875.644,3121786.336,4165065.512,4257646.016,4279269.671,4308622.871,4313658.282,4386929.226,4343538.865,4313184.781,4388348.773,4275077.787,4331131.537,4223553.045,4284377.561,4346286.406,4445166.895,4321357.787,4403152.689,4428834.236,4595980.299,4732280.182,4799399.438,4960146.334,4901336.936,4895434.634,4950372.583,0
ESGH/F CN Equity,4414567.661,24268296.14,22808519.24,22374706.73,22276575.94,22412581.6,22710819.16,23350921.15,23188735.84,22855556.18,22343036.01,22440596.69,22035588.25,20846073.67,20804577.36,21171530.1,18778111.07,18244961.93,17184685.08,17568634.03,18260674.63,18414224.85,18980873.53,19121919.83,27397356.86,27207237.2,28510599.48,29525176.03,31983740.68,30056292.09,28632925.06,25961509.95,25266599.06,26090063.99,25246429.99,24921049.41,24038900.7,24103099.37,24212574.06,24695448.71,24056861.57,24287072.14,24279861.07,22838846.67,24771130.6
ESGH CN Equity,1411660.77,4462405.539,4522103.167,4511990.118,4466462.04,4537797.117,4495795.488,4549280.691,4489036.989,4428933.144,4338517.857,4325532.913,4302658.558,4389320.087,4359545.708,4368314.934,4416007.614,4276511.765,4097222.614,11411337.89,11628892.82,14132454.34,14059380.19,13946929.74,14201247.25,14141304.44,14083525.47,15705534.9,15226155.57,15391661.22,15242180.66,17755735.96,17505076.61,18880746.1,17767801.17,18576748.38,17848877.11,17319861.69,35728707.11,36340699.78,37671530.9,37227023.71,11792505.37,4461091.218,4488706.282
TMUC CN Equity,0,1483055.688,1508612.668,1510241.672,1476584.02,1458576.191,2871164.805,2817395.155,2767599.697,2793714.994,2709705.174,2689642.909,2701250.004,2709607.136,2695571.008,2674754.759,2663016.628,2638039.457,2580429.895,2563834.651,2597773.971,2547360.526,3818617.338,3877969.941,3939449.156,3912020.06,3934634.309,3936201.874,3882190.836,3898053.598,3912288.712,3216083.267,3218869.449,3267522.487,3089552.323,2627169.178,2659448.515,2707585.135,5576057.848,5688774.324,5868541.305,5847261.292,5738950.814,10374645.6,10399947.32
ZFH CN Equity,177073265.2,0,0,0,0,0,0,0,0,0,0,2884102.726,2838219.5,2918883.228,2711945.939,2549468.708,1708899.498,1660298.347,1570734.406,1601940.727,1668713.188,1260790.014,1259169.102,1058883.548,1074195.623,1067672.372,1048520.207,1083590.269,1049564.123,843402.0996,805516.243,814725.0175,1732288.742,1782488.251,1726489.067,1778065.3,1765483.284,1866427.612,1923146.248,2938399.029,4047962.189,0,0,0,0
NHYB CN Equity,1191194473,185822073.4,167201022.1,153647642.6,145415881.8,142504764.7,135790214.8,129470108.1,125034945.1,122543122,118883157,101055308.3,92450130.33,89830461.71,86775576.04,83270191.68,81955891.99,77825067.83,74640219.39,80504569.7,80088155.39,75531445.55,74307360.86,74666233.93,76109469.99,77378258.48,82988549.72,83755302.85,81555684.86,82311955.64,78754965.33,74143031.15,76451027.58,81474055.49,84699378.31,106325315.9,106366968.4,115664473,125535624,127061454,138074380,153018647.1,195905562.4,190210739.9,192754640.4
ZJK CN Equity,1048409541,1194763858,1195185051,1132022335,1099496037,1119136396,1107669647,1117011468,1090438585,1068110398,1043244151,1059090504,1051662482,1066463501,1052667736,1049365442,1033466366,1025194318,990363421.3,1057698646,1078528041,1072956421,1048130984,1144750289,1160785856,1140882857,1113081870,1066613040,977089617.1,1006315481,889196383.1,787561791.8,794321605.7,819349001.3,769422052,832519570.1,830011733.7,854300060.3,845635545.1,842094806.7,858404083.4,850538579.8,831075420,831000218,828283280.2
ZHY CN Equity,966733911.6,1099688852,1115211023,1099965341,1099331057,1084506677,1083213358,1060833078,1025093238,1046185344,1026243551,1009763944,1027168685,1027790704,894522686.5,899004839.4,846562154.1,823160183.7,992504290.5,997118384.7,1046181223,1037933898,804208140.3,825480668.6,844870476.6,984930775.7,1189479745,961747785.2,713534108.4,645041422.8,555428982.1,571177426,773390603.9,784695788.2,917137940.5,996111189.9,1005432788,903973800.7,672107324.4,679835593.4,691000595.2,701421784.6,793988976.2,831861114.6,842258690
XHY CN Equity,793171687.1,974400805.4,1002184676,994060560,981223311,992302981.6,967445997.3,977895777.4,966177617.1,956316432.2,950712023.8,941579047.6,941639201.1,960610457.6,810675795.2,818330567.6,792324413.4,767996405.5,902868680.8,924272255,950434521.7,975372996.8,760560040.4,754814083,774473208.7,922764500.2,1105177859,908595325.1,651923842.7,598891810.1,510002405.7,489886859.8,702669157,737792652.7,851678412.4,949215805.9,929929704.6,864568878.7,620376601.1,625676473.6,640347654.9,625572550.6,757899330.2,776598025.3,775027549.1
XHB CN Equity,214909967.4,716762401.6,477870734.4,483261544.7,480410183,443891275.4,416034603.1,426318135.3,418812061.9,419855477.1,409904446.3,406794602.7,409178285.4,417560955,412796922.9,418608300.8,445763040.5,417222629.1,373041184.3,372850990.3,384585988.7,406399128,400269297.4,396003416.1,404172366.6,404938675.3,314693894.2,330349667.4,392763558.2,349351486.9,326895436.2,319655495.8,339163526.9,349269627.6,351284408.6,385482731.3,398145703.9,423846633.9,440049738.7,462827636.7,505077947.6,471934109.7,482994959.3,484605218.4,485431171.7
MHYB CN Equity,280125673.8,213892025.5,212905990.2,193201410.7,191139585.4,191645913.7,187454488.2,186659742.2,186365167.2,186321221.9,182383564.4,187326920.8,185385282.2,187866588.4,184382626.7,199482215.9,199969203.5,200501511.4,198505664.3,201598590.1,206426539.4,209046283.3,212831355.1,213040281.3,216242412.6,215403706.5,213788696.2,221206242.1,216746991.7,222087023.8,220050388.8,248174356.6,252463333.1,259285607.1,284831763,290599786.9,283973295,384083847.4,402609917.7,412109500.1,427145424.8,419937254.9,419887339.2,425459635.6,428720002
CHB CN Equity,0,283521210.2,288396199.1,288256926.3,282437024.3,288296901,277710897.4,279525393.1,272111150.6,267259082.8,264209270.8,264387467,259713506.2,262562140.9,266146194.5,265388476.8,262805977.2,256426370,247446401.3,249248948.8,252291991.2,253238061,250872414.8,243094981.4,246582155.6,244855855.5,241964469.3,244854549.5,237415737,236570264.8,232908990.5,231130555.7,239420392.5,242597615.6,233589705.3,245128693.6,243617984,247502315.4,243369325.6,245976302.5,250395362.6,245801205.3,246648220.1,248919417.2,246832265.9
SYLD CN Equity,102555091.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,93536455.25,93266559.98,93700046.83,95181420.9,96698333.74,86180088.23,85524173.55,91455282.21,93362575.53,86570781.33,98794815.25,106939139.6,111955229.2,111816890.7,115017608.6,124511921.9,122422094,124390896,128986876.9,129634274.1
CSD CN Equity,0,104277359.1,106070698.7,97903056.19,94887195.11,93553400.52,88538430.12,86467140.48,85307369.33,84162798.12,83733449.84,74731179.14,73049629.21,72973739.62,70528971.91,72648923.49,68079856.35,71174123.33,74503319.84,80406006.91,76867526.91,79188753.03,84967026.95,84634681.89,84421532.68,88200295.78,93991596.13,90316824.15,85836312.77,86912366.87,83218517.3,78059574.13,79857726.29,80446300.51,98311974.33,102119973,103932193,104078209.6,101884221.1,101146006.6,101447014.3,100689784.3,89873034.52,81807852.51,79929386.71
HYI CN Equity,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50002380.28,50055877.02,58494602.49,61128212.07,62594310.76,71029231.6,73548826.12,70251256.47,74553486.44,82498415.85,84958980.85,85663016.08,89659748.32,91679228.07,89760804.89,86125642.11,75846683.26,74738958.55
DXO CN Equity,76292572.4,0,0,0,0,0,0,0,0,0,0,0,0,0,50731987.83,65855800.31,77358740.15,74225207.14,65754449.66,63807120.52,65462787.5,66881794.15,64343706.51,62743423.12,64241566.94,63864944.47,62764885.22,70303437.89,102935952.8,80576734.86,67723844.25,60648634.47,60934367.69,63624478.36,63620233.53,64997726.49,63851451.86,66719805.34,69433105.84,72399539.53,75431796.02,75985117.89,78421400.03,84373157.4,84189009.75
PFH/F CN Equity,17032115.08,77195296.38,76498499.11,72856905.6,72374143.65,74704201.51,73984098.43,73871626.85,70053915.88,67194614.41,64450312.42,62743758.63,60274833.49,60737986.28,59228910.26,59228189.85,56084838.87,52680602.26,50742083.93,51399742.6,51516489.74,51324351.79,51539519.12,51844241.33,52795120.24,51282045.94,50936599.73,48954871.27,47430729.1,51986826.9,50807898.04,49372911.83,53008481.6,50312668.47,47278529.55,50983711.24,50530770.02,53496821.98,50243041.99,52119094.75,58419250.2,57125692.75,55436649.32,56738681.89,54860578.06
QHY CN Equity,60430265.81,17419703.81,18037424.05,17781501.73,18213949.74,28334910.26,28080350.16,28242773.05,28247533.32,27968982.96,142151424.6,145768111.2,145367291.4,149368631.8,149022020.8,151116126.6,153558581.5,26506081.16,35803207.69,36603771.28,37735949.19,37670374.43,37820618.73,38928250.65,39460437.1,39938413.05,40384428.61,41990311.12,41764331.55,43579827.67,43450481.85,45615803.18,47442950.88,50412746.87,48264433.46,49685887.01,52863321.95,55692112.08,57979750.41,59157358.43,61974845.48,58614072.03,59105378.74,58806900.48,59211244.47
CGHY CN Equity,10929465.65,55484310.3,43002566.22,44726738.43,40786769.87,38746285.86,38672055.97,37946706.85,37580958.86,35498840.79,35065433.81,35216864.78,34989580.54,37677994.38,40892526.86,40857718.51,42482105.26,40206225.59,40338970.18,40715217.59,41485099.79,41643047.33,39685404.05,39163480.22,39896260.99,36652890.93,27930240.48,28492460.17,27337422.03,29514243.16,30030941.47,38658721.92,42221122.13,43413104.86,41012377.62,49357379.61,50690126.04,46015770.87,49977210.08,74154139.25,76183988.34,75318312.53,76472601.17,77203514.25,77754945.98
TUHY CN Equity,291142171.9,11119812.84,11266767.3,11243500.74,12230378.72,12782795.27,12673257.68,12761109.6,12660567.07,12588363.38,12434346.38,12382351.31,12307683.52,11412157.53,10796362.77,11284905.38,11680212.93,11439530.13,11018216.28,11184070.84,11811009.48,11830846.78,11262327.42,10690307.68,10744197.12,10227483.26,8828166.453,9868458.87,9480478.67,10561583.91,10251717.48,10164543.39,10941141.18,11142577.89,10638041.39,11927939.35,12142330.75,0,0,0,0,0,0,0,0
ZJK/U CN Equity,9729958.943,292888801.1,290940597.5,283736570.8,277137954.9,274283851.1,267601568.7,264739217.9,258422056.9,252580230.1,245186401.6,241102983.2,157206862.4,139954916.9,42999203.01,35926321.08,31893479.92,25963592.15,19584074.02,17372663.97,15209017.75,13270562.65,12210979.84,11131280.23,10278040.89,9794047.403,9663204.241,11441483.97,22261853.41,8228466.034,7096785.927,6432116.032,6696236.181,5854418.23,5502980.328,7595068.359,7565191.174,7904550.743,8004861.45,8083266.449,7145004.272,7121816.254,7231705.284,7271787.071,7300856.209
CGHY/U CN Equity,1626818.491,10183504.33,10410678.4,10371457.69,10272669.42,8870280.84,8765864.074,8604146.815,8519136.139,8616873.297,7246374.689,6032122.333,6045962.583,6040118.37,6022876.067,5955151.237,5914612.949,4753917.881,4640862.056,4622114.799,4709738.937,4588535.911,4575297.546,4648725.002,4709783.318,4673677.717,4674187.917,4667341.354,4585729.771,4650456.733,4626956.515,3466434.158,3456066.265,3503481.301,4168481.728,4436291.94,4512739.565,4595907.938,4744031.586,3613236.076,3724492.593,3718001.923,3651833.885,3771919.564,3771323.504
CINC CN Equity,0,2472977.286,2513481.908,2499215.183,2479594.807,2416015.882,3105287.18,3738524.006,2303061.329,2339372.921,2285603.697,2269628.505,2273545.787,2257244.556,2240184.201,2206998.695,1500415.439,1510478.6,1485663.005,1470971.262,1489880.956,1449812.168,1444881.729,1471421.491,1472506.162,1462660.548,1475645.495,2094508.534,2043144.892,2074596.232,2029145.732,2033877.457,1991551.025,1984218.525,1903083.933,3840235.298,3337492.844,0,0,0,0,0,0,0,0
CINC/U CN Equity,0,0,0,0,0,0,0,0,0,0,0,0,0,890690.0406,888105.011,902040.0047,893360.0426,1052453.957,1031304.016,1045289.955,1058549.995,1061465.95,1061484.032,1067514.038,1077228.012,1068870.049,1071366.005,1078769.989,1061027.985,1064244.003,1055237.961,1071492.004,1110834.045,1119725.99,1114836.044,1133628.044,1156223.946,1179396.057,1205543.976,1222494.049,1235027.962,1243428.04,1248300.018,1255308.037,1265111.961
